, i_artist, i_chambermaid, i_fast_food_server, i_clergy, i_auditor_general, i_pharmacist, i_scholar, i_machine_operator_in_a_factory, i_psychologist, i_bill_collector, i_hostess, i_beautician, i_warden, i_radio_and_television_announcer, i_author, i_waiter, i_policeman, i_usher, i_sheriff, i_ship_engineer, i_mail_carrier, i_taxi_driver, i_secretary, i_film_star, i_legislator, i_automobile_assembler, i_newscaster, i_web_developer, i_tutor, i_researcher, i_supervisor, i_psychoanalyst, i_watchman, i_bricklayer, i_jeweler, i_funeral_director, i_dishwasher, i_construction_laborer, i_district_attorney, i_doctor, i_philosopher, i_crane_operator, i_assistant, i_psychiatrist, i_lawyer, i_detective, i_salesclerk, i_attorney, i_miner, i_baby_sitter, i_intern, i_migrant_worker, i_pediatrician, i_organizer, i_firefighter, i_stenographer, i_librarian, i_telemarketer, i_chiropractor, i_bouncer, i_governor, i_referee, i_carpenter, i_assembly_line_worker, i_merchant, i_barber, i_file_clerk, i_missionary, i_geologist, i_telephone_operator, i_dietitian, i_scientist, i_logger, i_sheet_metal_worker, i_foreman, i_bodyguard, i_education_administrator, i_actor, i_negotiator, i_patrolman, i_travel_agent, i_customer_systems_analyst, i_electrical_engineer, i_library_assistant, i_auto_mechanic, i_auctioneer, i_storyteller, i_pastor, i_elementary_school_teacher, i_reporter, i_rancher, i_landscape_architect, i_welder, i_civil_servant, i_chairman_of_the_board, i_cook, i_casual_laborer, i_street_preacher, i_tax_preparer, i_clerical_worker, i_fisherman, i_pornographer, i_teacher, i_immigration_officer, i_bartender, i_textile_worker, i_hairdresser, i_dairy_farmer, i_chaplain, i_coal_miner, i_nurse, i_customs_officer, i_plumber, i_butcher, i_building_contractor, i_host, i_ticket_taker, i_choreographer, i_church_deacon, i_handyman, i_computer_programmer, i_machine_repairer, i_state_trooper, i_locksmith, i_custodian, i_farm_laborer, i_advertising_executive, i_defense_attorney, i_fundraiser, i_waitress, i_tool_and_die_maker, i_ambassador, i_nursing_assistant, i_manager_of_branch_store, i_dentist, i_janitor, i_night_watchman, i_bailsman, i_surgeon, i_clerk, i_part-time_employee, i_commentator, i_biologist, i_online_merchant, i_comedian, i_electrical_linesman, i_professor, i_street_musician, i_social_worker, i_bellhop, i_economist, i_civil_engineer, i_bookie, i_construction_contractor, i_temporary_worker, i_railroad_conductor, i_telephone_installer, i_flight_attendant, i_gas_station_attendant, i_truck_driver, i_deputy, i_nutritionist, i_public_relations_specialist, i_ophthalmologist, i_cheerleader, i_environmentalist, i_advertising_copy_writer, i_roofer, i_optical_engineer, i_transportation_ticket_agent, i_editor, i_city_councilor, i_cleaning_woman, i_housekeeper, i_systems_engineer, i_musician, i_attorney_general, i_pawnbroker, i_principal, i_architect, i_private_eye, i_laborer, i_server, i_wage_earner, i_police_officer, i_busboy, i_student_teacher, i_landscaper, i_athlete, i_political_scientist, i_railroad_engineer, i_cement_worker, i_sewing_machine_operator, i_craftsman, i_interpreter, i_bank_teller, i_construction_foreman, i_president, i_philanthropist, i_interrogator, i_lecturer, i_dental_assistant, i_manager, i_bulldozer_operator, i_CPA, i_counselor, i_tailor, i_shopkeeper, i_anesthetist, i_chief_operations_officer, i_photographer, i_steel_worker, i_instructor, i_speech-language_pathologist, i_inspector, i_cabinet_maker, i_chauffeur, i_writer, i_security_guard, i_bus_driver, i_prosecutor, i_board_director, i_engineer, i_motel_owner, i_physicist, i_airline_pilot, i_cashier, i_investigator, i_creditor, i_consultant, i_skilled_worker, i_bookkeeper, i_entrepreneur, i_tv_repairman, i_baker, i_chemical_engineer, i_computer_support_specialist, i_fire_investigator, i_politician, i_maid, i_accountant, i_educator, i_shop_clerk, i_receptionist, i_electrician, i_journalist, i_prosecuting_attorney, i_technician, i_insurance_claims_investigator, i_executive, i_chef, i_decorator, i_self-employed_worker, i_lobby_attendant, i_typist, i_garbage_collector, i_physician, i_switchboard_operator, i_auditor, i_coach, i_salesperson, i_dental_hygienist, i_veterinarian, i_mechanical_engineer, i_chemist, i_real_estate_agent, i_retailer, i_magician, i_restaurant_operator, i_blacksmith, i_senator, i_bailiff, i_cosmetologist, i_computer_security_specialist, i_commissioner, i_priest, i_chairwoman, i_CEO, i_mayor, i_statistician, i_farmer, i_parking_attendant, i_interviewer, i_astronaut, i_judge, i_medic, i_music_director, i_diplomat, i_coroner, i_shoe_repairman, i_professional, i_wholesaler, i_probation_officer, i_labor_union_leader, i_bank_manager, i_broadcast_news_analyst, i_cabinet_member, i_divorce_lawyer, i_hairstylist, i_stockbroker, i_ship_captain, i_lobbyist, i_insurance_agent, i_forest_ranger
i_artist,6.195339255,5.705521559,5.432578364,5.78665487,5.052300571,6.617803908,8.106815751,5.38682808,6.274974249,5.177267433,5.81119403,5.639735841,5.790903713,5.853342374,6.235437512,5.396715939,6.075982656,5.556492043,6.690606831,6.219778525,6.140559437,5.391627414,5.815983072,5.395198162,5.742262043,5.431110447,5.75293753,6.110854197,6.755976685,6.762978741,5.455653863,5.246678418,6.213262843,5.516954157,5.08033999,5.678911077,6.123439217,5.395897522,6.298504275,8.660317601,6.540341096,5.436837488,5.550558826,6.922286428,6.425098689,6.667468033,4.972879832,6.349220643,5.164810087,6.229043923,5.941525896,5.387006412,8.417092195,7.020572374,8.748408623,4.668177801,6.926568145,6.672874528,6.175381897,5.835677366,5.716023729,5.793603172,5.559760535,5.405939885,5.383802367,5.304976394,5.214361416,7.094083708,5.70855278,5.14240418,5.57489974,6.876217106,5.35777455,5.168285404,4.989969236,7.224923981,6.314688187,5.408130151,6.792335532,5.490383658,5.828580955,5.764234818,6.0003243,6.742026808,5.55874974,5.750143039,6.900898415,7.232297828,7.776747083,5.72548788,5.132116261,6.032976659,5.064328847,6.175966233,6.419530004,6.784377197,5.029806538,5.864363099,5.609515556,5.31243581,6.177257836,5.53320004,7.261885769,5.500756002,5.763626296,4.885887884,5.503455754,5.880475022,6.68042114,5.306789689,7.925219878,5.134197652,5.222164663,5.308644798,5.370818336,6.612856909,5.079585624,5.766088589,6.257366346,5.758180058,6.058231661,5.475389876,5.947116241,5.399726447,5.946738485,5.973135931,5.915973979,5.880467818,7.691120883,5.374015431,5.247839148,6.308946887,6.781945439,5.700760098,6.000378127,5.6395363,6.666596949,5.065912718,9.36905173,5.120003843,4.961470685,5.395289327,6.180618981,5.197287649,6.748233091,5.118882041,6.347307045,5.665268332,6.863168646,5.66879083,5.34374538,6.3880086,5.388631967,5.599321788,5.070628047,5.180412629,4.96114129,5.640807027,5.294786463,5.131768304,5.666062212,6.439219119,6.290402805,6.233898456,6.326897241,6.238394459,4.903140874,5.348784018,5.956761995,4.955746609,5.859990594,5.523506054,5.579296712,5.700588695,5.671641864,6.502448773,6.263949365,4.517652217,6.318345483,6.165196041,5.914937768,5.310996464,5.745725793,5.766354336,6.671130399,5.455002404,5.673135644,5.424004282,7.009993663,5.463094774,5.340760218,5.247831301,5.541993997,6.064893549,6.734664912,5.601798395,5.756164319,7.421298367,7.295976225,5.545872791,6.232732067,5.587147254,6.2003483,5.372108117,5.579910851,7.588022409,5.372057522,5.407363373,6.740955292,6.141295313,6.174129524,5.299112114,6.300599785,6.185110655,5.573629631,5.126745723,5.662519784,7.130176627,6.04052021,5.552684656,5.934683021,6.425396903,6.464583218,4.849656674,6.456694632,7.092910823,4.912302919,6.390702867,5.446577133,6.031986622,7.348737275,6.034138041,6.467909958,5.150111518,5.953145607,6.673408753,5.890795811,6.310291331,5.893555777,5.653823216,5.869925173,7.801148339,5.456460233,5.444276589,5.296069901,5.687321783,5.749684283,5.754232642,4.901194996,6.249323756,6.482722508,5.531933418,6.459986854,5.278551933,5.070955893,5.636206119,7.594787245,5.081730483,5.11807665,7.111875787,5.565902576,5.872123428,7.380045689,6.033405042,6.38049822,5.034783539,4.839795363,5.342606431,5.966284688,5.709196889,5.73646384,5.738685591,5.548578906,6.026124454,5.479087335,7.601094943,6.332443136,7.199184826,5.894246092,5.513128389,6.329476585,5.26348197,5.479407429,7.559222733,6.688156797,8.139705081,5.622013151,6.466078295,5.32244375,5.376097739,6.488948673,5.251892438,5.556367517,5.787034408,5.897064001,5.395995526,5.908079071,5.431861847,5.824624793,5.64170451,6.985050963,5.546725561,4.900635549,6.165570864
i_chambermaid,5.588225332,4.724208165,4.441509745,5.397779168,4.77505655,6.315778554,7.703701652,4.848722787,5.954905288,4.818111354,5.198392366,5.038223272,5.588187349,5.443770662,5.981204982,4.549084572,5.651376404,4.991768168,6.346224966,5.940081698,5.497619246,4.772260942,5.340663631,5.12706483,5.379894156,4.796217578,5.466505934,5.656802474,6.45966941,6.390048648,5.12680836,4.757569728,5.72485925,5.055462786,4.530643187,5.158569604,5.706108019,4.88615782,6.088802466,8.507001574,6.032874111,5.028901255,4.963174981,6.677208356,6.013393834,6.423221642,4.199025328,5.889977126,4.53544236,5.836628105,5.051265616,4.544183965,8.225948833,6.682439556,8.631459907,4.051398235,6.265311522,5.672698411,5.663700111,5.52163765,5.305479033,5.444980622,5.10617181,4.597355414,4.816313994,4.652686573,4.565628092,6.675394065,5.156756785,4.486142641,5.058820795,6.706081795,4.878573672,4.496558785,4.486022934,7.063641813,5.938968526,5.098193277,6.595150704,5.106851749,5.147242568,5.090059801,5.836350235,5.875654782,5.107167347,5.305226995,6.502070496,6.957828321,7.609808387,5.273042274,4.651646469,5.697544562,4.6738386,5.371318595,6.32420472,6.321896833,4.462774685,5.091861579,5.001908616,4.649767505,5.511843702,4.972065713,7.1646738,4.966112528,5.267492358,4.126110681,4.834242778,5.337824689,6.400025012,4.75803129,7.599300591,4.701754873,4.755214995,4.668338282,5.031425021,6.321271331,4.218603468,5.349857836,5.837622362,5.253723516,5.695524608,5.050260298,5.700078538,4.871032506,5.049323482,5.317864048,5.549040741,5.647763659,7.405243347,4.837798252,4.50075606,6.045478863,6.384138738,5.334009462,5.698385711,5.003744409,6.188085416,4.523607402,9.358198249,4.248457942,4.368195289,4.902221577,5.844079798,4.71643429,6.131526811,4.539890013,6.208466587,4.944594971,6.479691882,4.742007698,4.831814361,6.084913681,4.867527462,5.180234193,4.22846025,4.711799105,4.46212994,5.015787633,4.283137516,4.511176624,5.340912013,6.155925028,5.948467001,5.788939279,5.688455851,5.950576553,4.308549381,4.811229391,5.564883722,4.294308437,5.565271057,5.185974184,5.018898372,4.972589108,5.299201285,6.16204756,6.081656552,3.938403585,6.159156877,5.945083387,5.501320147,4.540922428,5.153196723,5.390119843,6.390131358,4.629955254,5.086346674,4.812848506,6.863205577,4.975899372,4.940367009,4.647440924,4.777147991,5.622386194,6.40860172,5.057755745,5.412242892,7.178688602,6.94537625,5.265183887,5.821382811,4.821786186,6.130811867,4.820748453,5.169045238,7.417529966,4.739071821,4.819440528,6.405328632,5.767627252,5.756480709,4.824378202,5.985328464,5.868860725,5.152288337,4.584770217,4.943850056,6.77782685,5.588610071,4.85357177,5.706566635,6.186100126,6.185777792,4.232360823,6.051649988,6.754047105,4.156931077,6.141999738,5.059553446,5.704296784,7.099704139,5.207807984,6.267540458,4.615310665,5.654736474,6.225629125,5.547448217,5.943172362,5.538698716,4.889615226,5.432453773,7.619815031,4.758046241,4.907610238,4.739484137,5.264249671,5.334125485,5.264465034,4.481175053,6.218101875,6.055306059,5.161794259,6.128339935,4.662080278,4.394163102,5.050613292,7.348730159,4.47328008,4.696020463,7.03954882,4.81970574,5.400390305,7.303599406,5.763855899,6.095542528,4.522529176,4.520158653,4.912847264,5.508536947,5.203665757,5.465304906,5.382876192,4.903495663,5.796396196,5.195033018,7.613210321,6.082254599,7.177948085,5.639555233,4.974632495,5.761101741,4.632274157,5.225042403,7.326248688,6.541613842,7.993778443,5.250610975,6.094944504,4.688463723,4.709889421,6.399401379,4.833497191,5.326206583,5.470762283,5.519897484,4.835929419,5.547510164,4.949362093,5.274902185,5.167939598,6.666808399,5.21133691,4.369784348,5.735775602
i_fast_food_server,5.59809531,4.70931084,4.526167561,5.391720813,4.663590392,6.184424271,7.727761142,4.691491542,5.803745406,4.794703499,5.104188357,4.922945641,5.500243088,5.256959048,5.824307856,4.548410155,5.796053863,4.928951313,6.324965174,5.767878185,5.540172048,4.515561535,5.325749243,5.020836793,5.26735802,4.892351187,5.394156979,5.695864243,6.462904445,6.215216234,5.103698739,4.858501789,5.749735803,4.877604828,4.478363071,5.074501427,5.469109774,4.747575498,5.948239078,8.4076303,5.983751697,4.941811645,4.855996885,6.538845016,6.062981704,6.244850145,4.191699954,5.921433277,4.461107684,5.907060294,4.958128772,4.443842932,8.169748238,6.685396086,8.518301576,3.912991039,6.336977013,5.647039235,5.63079212,5.45830335,5.307386263,5.308561281,4.878146143,4.393715097,4.704699202,4.60269691,4.373530611,6.712179104,5.125227144,4.391319316,5.024294884,6.566899721,4.754874395,4.509770319,4.407685463,7.133244884,5.877214843,4.952843421,6.540668378,5.006602343,5.172787906,4.949223569,5.679764846,5.887241579,5.025986216,5.387348847,6.399719068,6.870505424,7.399273394,5.208203923,4.58091934,5.645475381,4.541392576,5.337105104,6.092593219,6.328975113,4.337883575,5.077423341,5.066154435,4.510138222,5.49919284,4.891015614,7.189648395,4.92208653,5.286309493,4.015922057,4.817158581,5.20677343,6.291541952,4.630221494,7.563408413,4.658484952,4.595500913,4.680075234,4.868921173,6.204838134,4.189702401,5.152048268,5.807810521,5.191856835,5.661919058,5.055194055,5.681229676,4.934646999,5.054051198,5.228711206,5.370602946,5.480710129,7.452609098,4.739450915,4.510431711,6.128515785,6.281891426,5.276496896,5.486023765,4.831751727,6.203100844,4.582829605,9.331586739,4.325300016,4.206835865,4.821446445,5.841215488,4.590007672,6.019418631,4.493807568,6.112883765,4.912300433,6.488688991,4.598401873,4.860960809,5.968233294,4.784579759,5.079873201,4.172607028,4.620240141,4.379885472,5.010861206,4.321993297,4.455995584,5.261812208,5.99191354,5.768926711,5.729208076,5.636537897,5.762286199,4.273805388,4.663197033,5.486564467,4.059059733,5.471407896,5.096593321,4.938109624,4.798365807,5.15873573,5.971522863,5.956308024,3.919803778,6.117285482,5.881508866,5.347160471,4.509285916,5.110959801,5.264819763,6.436093552,4.395981715,5.031174777,4.831837496,6.765557545,4.868132176,4.987099229,4.455765766,4.636442948,5.497378599,6.250412399,4.939128007,5.399357542,7.150915507,6.858969585,5.048764535,5.855830532,4.821715902,6.003636878,4.785506693,5.037191043,7.282986495,4.559415732,4.780174801,6.418770092,5.688049141,5.78696576,4.717244431,5.830416932,5.738058358,5.151995063,4.492374601,4.840442422,6.713830601,5.533480729,4.775901415,5.601054685,6.142709954,6.031906866,4.282851226,5.924044523,6.724058652,4.059387237,6.127932329,4.892048356,5.687437796,7.179763412,5.104319344,6.214911462,4.589798055,5.435558881,6.11650204,5.395571338,5.865303266,5.404537438,4.855107601,5.403401222,7.579983017,4.671404787,4.791864325,4.656624539,5.23881348,5.38396377,5.147986365,4.474816248,5.969651386,5.962861365,5.073447067,6.042662673,4.542625622,4.315261466,4.910938633,7.269813663,4.568461371,4.726268119,7.027891268,4.692638403,5.292629409,7.117914949,5.775472839,5.888454387,4.610122818,4.398334965,4.82029439,5.473498395,5.179262853,5.437636591,5.278794273,4.919394572,5.587839951,5.144774795,7.338148084,6.022886875,7.036023283,5.566467486,4.93628206,5.766469953,4.571868308,5.215133547,7.275319282,6.333252004,7.937101772,5.15030259,6.128068069,4.693019621,4.699497396,6.24300266,4.737273253,5.163575904,5.499156902,5.42887757,4.732411468,5.625554741,4.919929454,5.22667105,5.163557965,6.634633833,5.163788985,4.289527448,5.583970468
i_clergy,5.448885591,4.809814408,4.433350737,5.238659826,4.588899034,5.961555748,7.438265062,4.633241453,5.682380779,4.610252738,5.066207529,4.921300316,5.432778388,5.259036036,5.696431431,4.597561844,5.580922547,4.904742916,6.103369225,5.544785208,5.387587325,4.565002232,5.117907544,4.839144502,5.193338053,4.784426767,5.209667929,5.599459787,6.261189343,6.101156232,4.897044633,4.746522287,5.701409015,4.744814446,4.353316538,5.065241517,5.476633785,4.704230311,5.703068897,8.136260211,5.805735818,4.833248411,4.649467286,6.330062406,5.818043128,6.087243065,4.24591945,5.786723143,4.48263314,5.561365841,5.0877135,4.458440454,7.827626596,6.424875994,8.145316321,3.886193912,6.055942201,5.864860116,5.413214173,5.329394785,5.168393696,5.34496915,4.855739406,4.529308958,4.603179482,4.607232849,4.319839017,6.417582328,4.990073604,4.507031128,4.947346408,6.278413793,4.670542938,4.519490244,4.289075286,6.716679666,5.659828305,4.874076836,6.308210962,4.902127019,4.938865032,4.865415245,5.443028254,5.690862551,4.880905582,5.178611464,6.221013751,6.452889317,7.123276891,5.189991969,4.531558722,5.456328228,4.508757744,5.330756219,5.933917178,6.14412138,4.30788799,5.1282927,4.903616557,4.547282316,5.333870387,5.091012454,6.844019861,4.875600475,5.117140961,4.035173912,4.67687439,5.080962368,6.035513749,4.712615855,7.279744234,4.531546598,4.564337282,4.613465148,4.827823971,5.940470576,4.185685013,5.160184058,5.678633145,5.11385484,5.513696761,4.815536046,5.452731022,4.660530219,4.958825181,5.267405284,5.314024262,5.286193107,7.130567639,4.602869668,4.482764661,5.856013593,6.072150905,5.212411746,5.479019987,4.814791882,6.027964449,4.413856957,8.816363841,4.165361649,4.225078989,4.809100162,5.559547528,4.477844004,5.987917067,4.418108772,5.908881934,4.844381841,6.236618602,4.681934126,4.803531277,5.736146034,4.789696377,4.854046255,4.168408615,4.534918817,4.307738575,4.914608769,4.367787924,4.419669243,5.102650972,5.764445571,5.534313395,5.651344736,5.547620911,5.681193703,4.188311352,4.651680943,5.258403224,4.19674213,5.289308848,4.930684807,4.923090756,4.934036479,5.061852829,5.8299829,5.611296309,3.992299043,5.891050763,5.644033795,5.295601968,4.539469732,5.095000953,5.112861056,6.137607348,4.419391032,4.819627741,4.623785734,6.410103459,4.833235612,4.780447627,4.482690702,4.663166258,5.315823636,6.039241671,4.987089026,5.212425426,7.002130623,6.579410502,5.016669122,5.656452177,4.757706221,5.77557249,4.744010905,5.0149154,7.043636627,4.646357647,4.634970127,6.103434522,5.494795791,5.5177328,4.62931423,5.630266929,5.651391121,4.932696097,4.435061057,4.956346053,6.498443347,5.334209586,4.661982736,5.458884895,5.933509967,5.941218471,4.197822839,5.788122097,6.457597238,4.091054521,5.847778623,4.903135432,5.371285278,6.767177304,5.052339854,5.91518001,4.472398804,5.293568693,6.036300629,5.240701351,5.613630273,5.366184481,4.842200609,5.310601,7.31873693,4.73138094,4.6294278,4.523223284,5.082760753,5.268501199,5.065777362,4.3669895,5.823197558,5.820305037,5.007037485,5.769849215,4.492766711,4.364944712,4.973378343,7.0311901,4.441538946,4.700452164,6.757561329,4.798051713,5.169684154,6.696450755,5.443406777,5.804609306,4.414444094,4.257263376,4.672475955,5.333039962,5.081696996,5.240194046,5.240747594,4.875069388,5.433056891,4.911266248,7.174329045,5.778214814,6.776890825,5.316214461,4.827150896,5.580510208,4.618028705,4.889931944,7.077575357,6.190876115,7.514207665,5.066927341,5.856880305,4.646146168,4.597430626,5.995858353,4.623163909,5.028187578,5.340609916,5.420077523,4.7296675,5.389700609,4.932041819,4.991743023,5.051745505,6.267175713,5.084802328,4.186004382,5.38635358
i_auditor_general,4.676483904,3.705684546,3.392446146,4.447785877,3.881296354,5.244080669,6.808616312,3.762549146,4.936548308,3.99570151,4.044501363,3.989776548,4.774858678,4.450252668,4.996525457,3.509058412,5.026287398,4.055175011,5.471849336,4.910566523,4.312917151,3.556062521,4.192318442,4.256686982,4.621723236,3.812293087,4.507909581,4.751205428,5.391814998,5.407528939,4.278707001,3.935222664,4.845600607,3.908988354,3.418514273,4.024647412,4.440121579,3.737992751,5.138727563,7.540266331,4.975111245,3.978195907,3.788370906,5.709905186,5.276026499,5.467968032,3.235955555,5.156271256,3.468421015,4.881467202,3.939192364,3.470474703,7.167295421,5.657256873,7.590170189,2.945020384,5.053733988,4.700454422,4.712289426,4.648911193,4.478855218,4.631747739,4.029958178,3.375591382,3.685786342,3.698564163,3.321266888,5.65815784,4.008055856,3.443751595,4.060343462,5.701001663,3.936895856,3.486622179,3.576875297,6.180114789,4.937001219,4.064712879,5.612648509,4.10897267,4.141089128,4.024659855,4.768215578,4.767322868,3.923972077,4.369204179,5.462117367,5.856212969,6.409985583,4.418538288,3.64450297,4.681026165,3.607897318,4.312268173,5.400931957,5.322518449,3.285286601,4.181219976,4.113749611,3.566948167,4.531027117,4.198286667,6.215818928,4.212024688,4.374598928,3.058309327,3.612947437,4.283667151,5.370121355,3.735626503,6.567720369,3.752338472,3.64323028,3.79686601,4.044820051,5.29361108,3.180248135,4.362117278,4.841342049,4.292590979,4.69493462,4.081849055,4.990011319,3.839665155,3.805573326,4.26786182,4.660163519,4.68985747,6.462031018,3.64506182,3.492016478,5.194560337,5.13092909,4.370319817,4.608442824,3.673656902,5.18879202,3.616965265,8.361665725,3.292442697,3.130816852,3.892360865,4.853305284,3.670015605,5.142382792,3.615512194,5.32722775,3.876070549,5.350496406,3.539820834,3.957852962,5.043867308,3.949333675,4.183264251,3.151274687,3.904027456,3.334936469,3.943051731,3.269651668,3.534863443,4.385345256,5.005798544,4.890543528,4.784194676,4.585845637,4.812230963,3.339797942,3.742432872,4.564916992,3.238352914,4.5054487,4.292104844,3.914919903,3.761411119,4.234054183,5.110762328,5.050992324,3.129740117,5.191948782,4.906165905,4.631249727,3.447842606,4.021824187,4.256359225,5.666069899,3.381557948,3.960477513,3.816698684,5.855340711,4.011472733,4.021066968,3.608004934,3.563588126,4.609153369,5.314506833,4.076176551,4.448525467,6.414872604,5.843477239,4.352560796,4.891932732,3.806086737,5.139715727,3.878793633,4.177621031,6.248519216,3.658182179,3.765562714,5.533288045,4.954459303,4.755822801,3.775867037,4.967899,4.688610432,4.281764422,3.604940359,3.863047143,5.906966887,4.527582873,3.740559253,4.904540315,5.342414402,5.195316121,3.331347943,4.983892042,5.831598547,3.062774321,5.303299743,4.288265255,4.72928168,6.03486761,4.097596192,5.30271046,3.554039321,4.460585054,5.185630154,4.428039123,4.92137544,4.778690855,3.68617376,4.430510133,6.597257368,3.716507985,3.648685998,3.715296953,4.330920229,4.667474988,4.229691231,3.546170882,5.281582707,4.923346422,4.137203584,5.023968887,3.537476624,3.323038296,3.858914228,6.367382199,3.599445579,3.792963754,6.033799869,4.021335668,4.453306215,6.028899179,4.784863964,5.101910215,3.608680721,3.58511004,3.899263296,4.663281655,4.257267312,4.657239373,4.473645513,3.968871752,4.587972066,4.287239161,6.468690816,5.187016181,6.224979544,4.689015448,4.06984981,4.686505322,3.650477381,4.313718194,6.401632933,5.553655779,6.876922726,4.282635497,5.13778475,3.711862216,3.625458122,5.418238695,3.863639837,4.39255073,4.723892505,4.676695144,3.969555754,4.762709261,4.188262498,4.179513579,4.35088537,5.841466111,4.297700319,3.40982975,4.610276253
i_pharmacist,6.875416178,6.74473168,6.267201092,6.543685278,5.789951079,7.244833483,8.561331741,6.115210913,7.103131367,5.841791082,6.575174912,6.491648281,6.464580282,6.538341911,6.871690418,6.016041138,6.59326511,6.242488046,7.098612067,6.78087483,6.890092301,6.239922198,6.730409614,6.13105029,6.374286633,6.164118375,6.406838391,6.873547027,7.472680295,7.299813909,5.980593514,6.035244866,6.734040753,6.288617604,5.806547844,6.274774727,6.803748442,6.098563236,6.797015108,9.062823197,7.398195091,6.029370475,6.459329869,7.648256603,6.81531415,7.307910663,5.783682356,6.857032377,5.961602276,7.042891845,6.74523256,6.408643153,8.953031367,7.594160978,9.260390277,5.509186671,7.918484136,7.530160693,6.744265965,6.351282328,6.267420122,6.387394124,6.28446256,6.255375135,5.998488189,6.00892642,6.277501371,7.674339324,6.45952722,5.938729576,6.320219141,7.630598571,6.125654342,6.005274687,5.629969728,7.899776339,6.866580315,6.231949609,7.455328215,6.181716232,6.416122787,6.333115099,6.684095802,7.4213423,6.424591166,6.625623661,7.557189291,7.675878074,8.462930852,6.467648148,5.981369041,6.68266179,5.835496171,7.021033799,6.893557518,7.329062221,5.925997271,6.723774757,6.117461675,6.155269367,6.966197165,6.403059562,7.989449972,6.082764931,6.395401698,5.812170969,6.240867849,6.642928883,7.307423868,6.28893269,8.506549924,5.77748546,6.026892798,6.015619069,6.033516869,7.330998177,5.926989309,6.355402732,6.894225685,6.473271907,6.796865691,6.231818198,6.573925643,6.105134479,6.640563374,6.899925117,6.435777614,6.497321595,8.366031197,6.249232369,6.115333062,6.866995835,7.476742617,6.429880276,6.774497254,6.549690276,7.281288435,5.637349061,9.87072587,5.752888898,5.928668811,6.090375946,6.874310612,5.995452933,7.332484971,5.870261789,7.122880572,6.516484416,7.562816168,6.459866757,6.061389584,7.017877381,6.186268486,6.188011558,6.291831557,5.843147306,5.960558578,6.345367164,6.18970285,5.915584649,6.164279912,7.078015724,6.743736643,6.745138102,7.089988872,7.096725961,5.661345741,6.14561199,6.591441792,5.74647746,6.494157424,6.088246638,6.502809817,6.566168741,6.298648889,7.190475961,6.761157654,5.416050644,6.974854828,6.964372282,6.571143707,6.158370016,6.653916975,6.452518164,7.26810154,6.316017354,6.390377956,6.255015004,7.572195484,6.189885795,6.105573722,5.973764262,6.356023964,6.768137738,7.438524685,6.299472249,6.507297656,7.831909989,7.906066707,6.02113165,6.911759638,6.281773955,6.821867248,6.056027784,6.247276086,8.262018453,6.193523991,6.171308589,7.321178052,6.613591402,6.90192586,6.115591495,6.764111535,6.917792345,6.261143555,5.800630336,6.424028972,7.595171216,6.718173385,6.333369299,6.449492873,6.999088727,7.022831882,5.522187298,7.033337233,7.6160198,5.780140658,7.16485694,6.158003187,6.733302065,7.952181203,6.619736357,7.107624696,6.119655256,6.849542323,7.248741145,6.869211559,6.899010694,6.384369194,6.550081733,6.613473751,8.455445427,6.463179081,6.414662518,6.053602509,6.294140716,6.270133433,6.359100145,5.584103834,6.748279163,7.0632378,6.37253808,7.070844781,6.235697129,6.006950544,6.555319301,8.195145063,5.859507641,5.794720662,7.689609528,6.26226273,6.540102036,7.968029273,6.754856538,7.001048872,5.748712433,5.681771936,6.10307835,6.592413508,6.269810806,6.344409109,6.34561109,6.2378396,6.69800983,6.287428589,8.443428817,6.926651218,7.844051129,6.529818231,6.293632319,7.109876088,6.183804086,6.080869488,8.2616435,7.296782351,8.748513649,6.311377998,6.937724784,6.071525602,6.025338278,7.165523075,5.970623027,6.18015984,6.424101965,6.601999102,5.954694341,6.668989805,5.944548511,6.494059959,6.270844736,7.508399643,6.267010136,5.612998502,6.929043326
